"","genes","A","phase","offset","peak","R2","pvalue","qvalue"
"107","ENSG00000005810.18",0,0,0,0,0,0.5,0.5
"108","ENSG00000005812.11",0,0,0,0,0,0.5,0.5
"109","ENSG00000005844.18",0,0,0,0,0,0.5,0.5
"110","ENSG00000005882.12",0,0,0,0,0,0.5,0.5
"111","ENSG00000005884.18",0,0,0,0,0,0.5,0.5
"112","ENSG00000005889.15",0,0,0,0,0,0.5,0.5
"113","ENSG00000005893.15",0,0,0,0,0,0.5,0.5
"114","ENSG00000005961.19",0,0,0,0,0,0.5,0.5
"115","ENSG00000005981.13",0,0,0,0,0,0.5,0.5
"116","ENSG00000006007.12",0,0,0,0,0,0.5,0.5
"117","ENSG00000006015.17",0,0,0,0,0,0.5,0.5
"118","ENSG00000006016.11",0,0,0,0,0,0.5,0.5
"119","ENSG00000006025.12",0,0,0,0,0,0.5,0.5
"120","ENSG00000006042.12",0,0,0,0,0,0.5,0.5
"121","ENSG00000006047.13",0,0,0,0,0,0.5,0.5
"122","ENSG00000006059.4",0,0,0,0,0,0.5,0.5
"123","ENSG00000006062.17",0,0,0,0,0,0.5,0.5
"124","ENSG00000006071.14",0,0,0,0,0,0.5,0.5
"125","ENSG00000006116.3",0,0,0,0,0,0.5,0.5
"126","ENSG00000006118.14",0,0,0,0,0,0.5,0.5
"127","ENSG00000006125.18",0,0,0,0,0,0.5,0.5
"128","ENSG00000006128.12",0,0,0,0,0,0.5,0.5
"129","ENSG00000006194.10",0,0,0,0,0,0.5,0.5
"130","ENSG00000006210.7",0,0,0,0,0,0.5,0.5
"131","ENSG00000006282.21",0,0,0,0,0,0.5,0.5
"132","ENSG00000006283.18",0,0,0,0,0,0.5,0.5
"133","ENSG00000006327.13",0,0,0,0,0,0.5,0.5
"134","ENSG00000006377.11",0,0,0,0,0,0.5,0.5
"135","ENSG00000006432.15",0,0,0,0,0,0.5,0.5
"136","ENSG00000006451.8",0,0,0,0,0,0.5,0.5
"137","ENSG00000006453.14",0,0,0,0,0,0.5,0.5
"138","ENSG00000006459.11",0,0,0,0,0,0.5,0.5
"139","ENSG00000006468.14",0,0,0,0,0,0.5,0.5
"140","ENSG00000006530.18",0,0,0,0,0,0.5,0.5
"141","ENSG00000006534.16",0,0,0,0,0,0.5,0.5
"142","ENSG00000006555.11",0,0,0,0,0,0.5,0.5
"143","ENSG00000006576.16",0,0,0,0,0,0.5,0.5
"144","ENSG00000006606.8",0,0,0,0,0,0.5,0.5
"145","ENSG00000006607.14",0,0,0,0,0,0.5,0.5
"146","ENSG00000006611.16",0,0,0,0,0,0.5,0.5
"147","ENSG00000006625.18",0,0,0,0,0,0.5,0.5
"148","ENSG00000006634.8",0,0,0,0,0,0.5,0.5
"149","ENSG00000006638.11",0,0,0,0,0,0.5,0.5
"150","ENSG00000006652.14",0,0,0,0,0,0.5,0.5
"151","ENSG00000006659.13",0,0,0,0,0,0.5,0.5
"152","ENSG00000006695.12",0,0,0,0,0,0.5,0.5
"153","ENSG00000006704.10",0,0,0,0,0,0.5,0.5
"154","ENSG00000006712.15",0,0,0,0,0,0.5,0.5
"155","ENSG00000006715.16",0,0,0,0,0,0.5,0.5
"156","ENSG00000006740.17",0,0,0,0,0,0.5,0.5
"157","ENSG00000006744.19",0,0,0,0,0,0.5,0.5
"158","ENSG00000006747.15",0,0,0,0,0,0.5,0.5
"159","ENSG00000006756.16",0,0,0,0,0,0.5,0.5
"160","ENSG00000006757.12",0,0,0,0,0,0.5,0.5
"161","ENSG00000006788.14",0,0,0,0,0,0.5,0.5
"162","ENSG00000006831.10",0,0,0,0,0,0.5,0.5
"163","ENSG00000006837.12",0,0,0,0,0,0.5,0.5
"164","ENSG00000007001.12",0,0,0,0,0,0.5,0.5
"165","ENSG00000007038.11",0,0,0,0,0,0.5,0.5
"166","ENSG00000007047.15",0,0,0,0,0,0.5,0.5
"167","ENSG00000007062.11",0,0,0,0,0,0.5,0.5
"168","ENSG00000007080.11",0,0,0,0,0,0.5,0.5
"169","ENSG00000007129.18",0,0,0,0,0,0.5,0.5
"170","ENSG00000007168.13",0,0,0,0,0,0.5,0.5
"171","ENSG00000007171.18",0,0,0,0,0,0.5,0.5
"172","ENSG00000007174.18",0,0,0,0,0,0.5,0.5
"173","ENSG00000007202.15",0,0,0,0,0,0.5,0.5
"174","ENSG00000007216.14",0,0,0,0,0,0.5,0.5
"175","ENSG00000007237.18",0,0,0,0,0,0.5,0.5
"176","ENSG00000007255.10",0,0,0,0,0,0.5,0.5
"177","ENSG00000007264.15",0,0,0,0,0,0.5,0.5
"178","ENSG00000007306.15",0,0,0,0,0,0.5,0.5
"179","ENSG00000007312.12",0,0,0,0,0,0.5,0.5
"180","ENSG00000007314.12",0,0,0,0,0,0.5,0.5
"181","ENSG00000007341.19",0,0,0,0,0,0.5,0.5
"182","ENSG00000007350.17",0,0,0,0,0,0.5,0.5
"183","ENSG00000007372.23",0,0,0,0,0,0.5,0.5
"184","ENSG00000007376.8",0,0,0,0,0,0.5,0.5
"185","ENSG00000007384.15",0,0,0,0,0,0.5,0.5
"186","ENSG00000007392.16",0,0,0,0,0,0.5,0.5
"187","ENSG00000007402.11",0,0,0,0,0,0.5,0.5
"188","ENSG00000007516.13",0,0,0,0,0,0.5,0.5
"189","ENSG00000007520.4",0,0,0,0,0,0.5,0.5
"190","ENSG00000007541.16",0,0,0,0,0,0.5,0.5
"191","ENSG00000007545.15",0,0,0,0,0,0.5,0.5
"192","ENSG00000007866.21",0,0,0,0,0,0.5,0.5
"193","ENSG00000007908.16",0,0,0,0,0,0.5,0.5
"194","ENSG00000007923.16",0,0,0,0,0,0.5,0.5
"195","ENSG00000007933.13",0,0,0,0,0,0.5,0.5
"196","ENSG00000007944.15",0,0,0,0,0,0.5,0.5
"197","ENSG00000007952.18",0,0,0,0,0,0.5,0.5
"198","ENSG00000007968.7",0,0,0,0,0,0.5,0.5
"199","ENSG00000008018.9",0,0,0,0,0,0.5,0.5
"200","ENSG00000008056.14",0,0,0,0,0,0.5,0.5
"201","ENSG00000008083.14",0,0,0,0,0,0.5,0.5
"202","ENSG00000008086.12",0,0,0,0,0,0.5,0.5
"203","ENSG00000008118.10",0,0,0,0,0,0.5,0.5
"204","ENSG00000008128.23",0,0,0,0,0,0.5,0.5
"205","ENSG00000008130.15",0,0,0,0,0,0.5,0.5
"206","ENSG00000008196.13",0,0,0,0,0,0.5,0.5
"207","ENSG00000008197.4",0,0,0,0,0,0.5,0.5
"208","ENSG00000008226.20",0,0,0,0,0,0.5,0.5
"209","ENSG00000008256.16",0,0,0,0,0,0.5,0.5
"210","ENSG00000008277.14",0,0,0,0,0,0.5,0.5
"211","ENSG00000008282.8",0,0,0,0,0,0.5,0.5
"212","ENSG00000008283.16",0,0,0,0,0,0.5,0.5
"213","ENSG00000008294.21",0,0,0,0,0,0.5,0.5
"214","ENSG00000008300.17",0,0,0,0,0,0.5,0.5
"215","ENSG00000008311.15",0,0,0,0,0,0.5,0.5
"216","ENSG00000008323.15",0,0,0,0,0,0.5,0.5
"217","ENSG00000008324.11",0,0,0,0,0,0.5,0.5
"218","ENSG00000008382.15",0,0,0,0,0,0.5,0.5
"219","ENSG00000008394.13",0,0,0,0,0,0.5,0.5
"220","ENSG00000008405.12",0,0,0,0,0,0.5,0.5
"221","ENSG00000008438.5",0,0,0,0,0,0.5,0.5
"222","ENSG00000008441.16",0,0,0,0,0,0.5,0.5
"223","ENSG00000008513.16",0,0,0,0,0,0.5,0.5
"224","ENSG00000008516.17",0,0,0,0,0,0.5,0.5
"225","ENSG00000008517.16",0,0,0,0,0,0.5,0.5
"226","ENSG00000008710.19",0,0,0,0,0,0.5,0.5
"227","ENSG00000008735.14",0,0,0,0,0,0.5,0.5
"228","ENSG00000008838.20",0,0,0,0,0,0.5,0.5
"229","ENSG00000008853.16",0,0,0,0,0,0.5,0.5
"230","ENSG00000008869.12",0,0,0,0,0,0.5,0.5
"231","ENSG00000008952.17",0,0,0,0,0,0.5,0.5
"232","ENSG00000008988.9",0,0,0,0,0,0.5,0.5
"233","ENSG00000009307.16",0,0,0,0,0,0.5,0.5
"234","ENSG00000009335.18",0,0,0,0,0,0.5,0.5
"235","ENSG00000009413.15",0,0,0,0,0,0.5,0.5
"236","ENSG00000009694.13",0,0,0,0,0,0.5,0.5
"237","ENSG00000009709.12",0,0,0,0,0,0.5,0.5
"238","ENSG00000009724.17",0,0,0,0,0,0.5,0.5
"239","ENSG00000009765.14",0,0,0,0,0,0.5,0.5
"240","ENSG00000009780.15",0,0,0,0,0,0.5,0.5
"241","ENSG00000009790.15",0,0,0,0,0,0.5,0.5
"242","ENSG00000009830.11",0,0,0,0,0,0.5,0.5
"243","ENSG00000009844.16",0,0,0,0,0,0.5,0.5
"244","ENSG00000009950.16",0,0,0,0,0,0.5,0.5
"245","ENSG00000009954.11",0,0,0,0,0,0.5,0.5
"246","ENSG00000010017.13",0,0,0,0,0,0.5,0.5
"247","ENSG00000010030.14",0,0,0,0,0,0.5,0.5
"248","ENSG00000010072.16",0,0,0,0,0,0.5,0.5
"249","ENSG00000010165.20",0,0,0,0,0,0.5,0.5
"250","ENSG00000010219.13",0,0,0,0,0,0.5,0.5
"251","ENSG00000010244.18",0,0,0,0,0,0.5,0.5
"252","ENSG00000010256.11",0,0,0,0,0,0.5,0.5
"253","ENSG00000010270.13",0,0,0,0,0,0.5,0.5
"254","ENSG00000010278.14",0,0,0,0,0,0.5,0.5
"255","ENSG00000010282.15",0,0,0,0,0,0.5,0.5
"256","ENSG00000010292.13",0,0,0,0,0,0.5,0.5
"257","ENSG00000010295.19",0,0,0,0,0,0.5,0.5
"258","ENSG00000010310.9",0,0,0,0,0,0.5,0.5
"259","ENSG00000010318.21",0,0,0,0,0,0.5,0.5
"260","ENSG00000010319.7",0,0,0,0,0,0.5,0.5
"261","ENSG00000010322.16",0,0,0,0,0,0.5,0.5
"262","ENSG00000010327.10",0,0,0,0,0,0.5,0.5
"263","ENSG00000010361.14",0,0,0,0,0,0.5,0.5
"264","ENSG00000010379.16",0,0,0,0,0,0.5,0.5
"265","ENSG00000010404.18",0,0,0,0,0,0.5,0.5
"266","ENSG00000010438.16",0,0,0,0,0,0.5,0.5
"267","ENSG00000010539.11",0,0,0,0,0,0.5,0.5
"268","ENSG00000010610.10",0,0,0,0,0,0.5,0.5
"269","ENSG00000010626.15",0,0,0,0,0,0.5,0.5
"270","ENSG00000010671.15",0,0,0,0,0,0.5,0.5
"271","ENSG00000010704.18",0,0,0,0,0,0.5,0.5
"272","ENSG00000010803.16",0,0,0,0,0,0.5,0.5
"273","ENSG00000010810.17",0,0,0,0,0,0.5,0.5
"274","ENSG00000010818.10",0,0,0,0,0,0.5,0.5
"275","ENSG00000010932.17",0,0,0,0,0,0.5,0.5
"276","ENSG00000011007.12",0,0,0,0,0,0.5,0.5
"277","ENSG00000011009.11",0,0,0,0,0,0.5,0.5
"278","ENSG00000011021.23",0,0,0,0,0,0.5,0.5
"279","ENSG00000011028.14",0,0,0,0,0,0.5,0.5
"280","ENSG00000011052.21",0,0,0,0,0,0.5,0.5
"281","ENSG00000011083.9",0,0,0,0,0,0.5,0.5
"282","ENSG00000011105.14",0,0,0,0,0,0.5,0.5
"283","ENSG00000011114.15",0,0,0,0,0,0.5,0.5
"284","ENSG00000011132.12",0,0,0,0,0,0.5,0.5
"285","ENSG00000011143.16",0,0,0,0,0,0.5,0.5
"286","ENSG00000011198.10",0,0,0,0,0,0.5,0.5
"287","ENSG00000011201.12",0,0,0,0,0,0.5,0.5
"288","ENSG00000011243.18",0,0,0,0,0,0.5,0.5
"289","ENSG00000011258.16",0,0,0,0,0,0.5,0.5
"290","ENSG00000011260.14",0,0,0,0,0,0.5,0.5
"291","ENSG00000011275.18",0,0,0,0,0,0.5,0.5
"292","ENSG00000011295.16",0,0,0,0,0,0.5,0.5
"293","ENSG00000011304.20",0,0,0,0,0,0.5,0.5
"294","ENSG00000011332.19",0,0,0,0,0,0.5,0.5
"295","ENSG00000011347.9",0,0,0,0,0,0.5,0.5
"296","ENSG00000011376.12",0,0,0,0,0,0.5,0.5
"297","ENSG00000011405.13",0,0,0,0,0,0.5,0.5
"298","ENSG00000011422.12",0,0,0,0,0,0.5,0.5
"299","ENSG00000011426.11",0,0,0,0,0,0.5,0.5
"300","ENSG00000011451.19",0,0,0,0,0,0.5,0.5
"301","ENSG00000011454.17",0,0,0,0,0,0.5,0.5
"302","ENSG00000011465.17",0,0,0,0,0,0.5,0.5
"303","ENSG00000011478.12",0,0,0,0,0,0.5,0.5
"304","ENSG00000011485.15",0,0,0,0,0,0.5,0.5
"305","ENSG00000011523.14",0,0,0,0,0,0.5,0.5
"306","ENSG00000011566.15",0,0,0,0,0,0.5,0.5
"307","ENSG00000011590.14",0,0,0,0,0,0.5,0.5
"308","ENSG00000011600.11",0,0,0,0,0,0.5,0.5
"309","ENSG00000011638.10",0,0,0,0,0,0.5,0.5
"310","ENSG00000011677.13",0,0,0,0,0,0.5,0.5
"311","ENSG00000012048.22",0,0,0,0,0,0.5,0.5
"312","ENSG00000012061.15",0,0,0,0,0,0.5,0.5
"313","ENSG00000012124.17",0,0,0,0,0,0.5,0.5
"314","ENSG00000012171.20",0,0,0,0,0,0.5,0.5
"315","ENSG00000012174.12",0,0,0,0,0,0.5,0.5
"316","ENSG00000012211.13",0,0,0,0,0,0.5,0.5
"317","ENSG00000012223.13",0,0,0,0,0,0.5,0.5
"318","ENSG00000012232.9",0,0,0,0,0,0.5,0.5
"319","ENSG00000012504.15",0,0,0,0,0,0.5,0.5
"320","ENSG00000012660.14",0,0,0,0,0,0.5,0.5
"321","ENSG00000012779.11",0,0,0,0,0,0.5,0.5
"322","ENSG00000012817.15",0,0,0,0,0,0.5,0.5
"323","ENSG00000012822.16",0,0,0,0,0,0.5,0.5
"324","ENSG00000012963.15",0,0,0,0,0,0.5,0.5
"325","ENSG00000012983.11",0,0,0,0,0,0.5,0.5
"326","ENSG00000013016.16",0,0,0,0,0,0.5,0.5
"327","ENSG00000013275.8",0,0,0,0,0,0.5,0.5
"328","ENSG00000013288.9",0,0,0,0,0,0.5,0.5
"329","ENSG00000013293.6",0,0,0,0,0,0.5,0.5
"330","ENSG00000013297.11",0,0,0,0,0,0.5,0.5
"331","ENSG00000013306.16",0,0,0,0,0,0.5,0.5
"332","ENSG00000013364.19",0,0,0,0,0,0.5,0.5
"333","ENSG00000013374.16",0,0,0,0,0,0.5,0.5
"334","ENSG00000013375.16",0,0,0,0,0,0.5,0.5
"335","ENSG00000013392.8",0,0,0,0,0,0.5,0.5
"336","ENSG00000013441.16",0,0,0,0,0,0.5,0.5
"337","ENSG00000013503.10",0,0,0,0,0,0.5,0.5
"338","ENSG00000013523.10",0,0,0,0,0,0.5,0.5
"339","ENSG00000013561.18",0,0,0,0,0,0.5,0.5
"340","ENSG00000013563.14",0,0,0,0,0,0.5,0.5
"341","ENSG00000013573.17",0,0,0,0,0,0.5,0.5
"342","ENSG00000013583.10",0,0,0,0,0,0.5,0.5
"343","ENSG00000013588.8",0,0,0,0,0,0.5,0.5
"344","ENSG00000013619.14",0,0,0,0,0,0.5,0.5
"345","ENSG00000013725.14",0,0,0,0,0,0.5,0.5
"346","ENSG00000013810.19",0,0,0,0,0,0.5,0.5
"347","ENSG00000014123.10",0,0,0,0,0,0.5,0.5
"348","ENSG00000014138.9",0,0,0,0,0,0.5,0.5
"349","ENSG00000014164.7",0,0,0,0,0,0.5,0.5
"350","ENSG00000014216.15",0,0,0,0,0,0.5,0.5
"351","ENSG00000014257.16",0,0,0,0,0,0.5,0.5
"352","ENSG00000014641.19",0,0,0,0,0,0.5,0.5
"353","ENSG00000014824.14",0,0,0,0,0,0.5,0.5
"354","ENSG00000014914.21",0,0,0,0,0,0.5,0.5
"355","ENSG00000014919.12",0,0,0,0,0,0.5,0.5
"356","ENSG00000015133.19",0,0,0,0,0,0.5,0.5
"357","ENSG00000015153.14",0,0,0,0,0,0.5,0.5
"358","ENSG00000015171.19",0,0,0,0,0,0.5,0.5
"359","ENSG00000015285.10",0,0,0,0,0,0.5,0.5
"360","ENSG00000015413.9",0,0,0,0,0,0.5,0.5
"361","ENSG00000015475.18",0,0,0,0,0,0.5,0.5
"362","ENSG00000015479.19",0,0,0,0,0,0.5,0.5
"363","ENSG00000015520.14",0,0,0,0,0,0.5,0.5
"364","ENSG00000015532.10",0,0,0,0,0,0.5,0.5
"365","ENSG00000015568.13",0,0,0,0,0,0.5,0.5
"366","ENSG00000015592.16",0,0,0,0,0,0.5,0.5
"367","ENSG00000015676.18",0,0,0,0,0,0.5,0.5
"368","ENSG00000016082.15",0,0,0,0,0,0.5,0.5
"369","ENSG00000016391.11",0,0,0,0,0,0.5,0.5
"370","ENSG00000016402.13",0,0,0,0,0,0.5,0.5
"371","ENSG00000016490.15",0,0,0,0,0,0.5,0.5
"372","ENSG00000016602.9",0,0,0,0,0,0.5,0.5
"373","ENSG00000016864.18",0,0,0,0,0,0.5,0.5
"374","ENSG00000017260.19",0,0,0,0,0,0.5,0.5
"375","ENSG00000017427.16",0,0,0,0,0,0.5,0.5
"376","ENSG00000017483.15",0,0,0,0,0,0.5,0.5
"377","ENSG00000017797.13",0,0,0,0,0,0.5,0.5
"378","ENSG00000018189.13",0,0,0,0,0,0.5,0.5
"379","ENSG00000018236.15",0,0,0,0,0,0.5,0.5
"380","ENSG00000018280.17",0,0,0,0,0,0.5,0.5
"381","ENSG00000018408.14",0,0,0,0,0,0.5,0.5
"382","ENSG00000018510.16",0,0,0,0,0,0.5,0.5
"383","ENSG00000018607.6",0,0,0,0,0,0.5,0.5
"384","ENSG00000018610.14",0,0,0,0,0,0.5,0.5
"385","ENSG00000018625.15",0,0,0,0,0,0.5,0.5
"386","ENSG00000018699.13",0,0,0,0,0,0.5,0.5
"387","ENSG00000018869.16",0,0,0,0,0,0.5,0.5
"388","ENSG00000019102.12",0,0,0,0,0,0.5,0.5
"389","ENSG00000019144.19",0,0,0,0,0,0.5,0.5
"390","ENSG00000019169.10",0,0,0,0,0,0.5,0.5
"391","ENSG00000019186.10",0,0,0,0,0,0.5,0.5
"392","ENSG00000019485.13",0,0,0,0,0,0.5,0.5
"393","ENSG00000019505.8",0,0,0,0,0,0.5,0.5
"394","ENSG00000019549.13",0,0,0,0,0,0.5,0.5
"395","ENSG00000019582.15",0,0,0,0,0,0.5,0.5
"396","ENSG00000019991.18",0,0,0,0,0,0.5,0.5
"397","ENSG00000019995.6",0,0,0,0,0,0.5,0.5
"398","ENSG00000020129.16",0,0,0,0,0,0.5,0.5
"399","ENSG00000020181.18",0,0,0,0,0,0.5,0.5
"400","ENSG00000020219.9",0,0,0,0,0,0.5,0.5
"401","ENSG00000020256.20",0,0,0,0,0,0.5,0.5
"402","ENSG00000020426.11",0,0,0,0,0,0.5,0.5
"403","ENSG00000020577.13",0,0,0,0,0,0.5,0.5
"404","ENSG00000020633.18",0,0,0,0,0,0.5,0.5
"405","ENSG00000020922.12",0,0,0,0,0,0.5,0.5
"406","ENSG00000021300.14",0,0,0,0,0,0.5,0.5
"407","ENSG00000021355.13",0,0,0,0,0,0.5,0.5
"408","ENSG00000021461.16",0,0,0,0,0,0.5,0.5
"409","ENSG00000021488.13",0,0,0,0,0,0.5,0.5
"410","ENSG00000021574.12",0,0,0,0,0,0.5,0.5
"411","ENSG00000021645.18",0,0,0,0,0,0.5,0.5
"412","ENSG00000021762.20",0,0,0,0,0,0.5,0.5
"413","ENSG00000021776.11",0,0,0,0,0,0.5,0.5
"414","ENSG00000021826.16",0,0,0,0,0,0.5,0.5
"415","ENSG00000021852.13",0,0,0,0,0,0.5,0.5
"416","ENSG00000022267.19",0,0,0,0,0,0.5,0.5
"417","ENSG00000022277.12",0,0,0,0,0,0.5,0.5
"418","ENSG00000022355.18",0,0,0,0,0,0.5,0.5
"419","ENSG00000022556.16",0,0,0,0,0,0.5,0.5
"420","ENSG00000022567.9",0,0,0,0,0,0.5,0.5
"421","ENSG00000022840.16",0,0,0,0,0,0.5,0.5
"422","ENSG00000022976.15",0,0,0,0,0,0.5,0.5
"423","ENSG00000023041.11",0,0,0,0,0,0.5,0.5
"424","ENSG00000023171.18",0,0,0,0,0,0.5,0.5
"425","ENSG00000023191.17",0,0,0,0,0,0.5,0.5
"426","ENSG00000023228.14",0,0,0,0,0,0.5,0.5
"427","ENSG00000023287.13",0,0,0,0,0,0.5,0.5
"428","ENSG00000023318.8",0,0,0,0,0,0.5,0.5
"429","ENSG00000023330.15",0,0,0,0,0,0.5,0.5
"430","ENSG00000023445.14",0,0,0,0,0,0.5,0.5
"431","ENSG00000023516.9",0,0,0,0,0,0.5,0.5
"432","ENSG00000023572.9",0,0,0,0,0,0.5,0.5
"433","ENSG00000023608.5",0,0,0,0,0,0.5,0.5
"434","ENSG00000023697.13",0,0,0,0,0,0.5,0.5
"435","ENSG00000023734.11",0,0,0,0,0,0.5,0.5
